,movie_name,grace,comments_number,hot_comments
203,穿越时空的少女,8.6,56590,"['打多少星都不够', '我在未来等你...', '场景狠是漂亮。真琴的人物性格刻画是我最极讨厌那一类型，逃避现实，笨，配乐喜欢。完。', '爱杀真琴的性格和他们仨的感情。时间静止的画面。动画比人演得好！吉田潔的音乐大赞。', '最后千昭的那句“我在未来等你""足以秒杀一切。 放课后的棒球、蝉鸣、反复跳跃只为吃到一个布丁，缺乏的勇气和自行车一遍遍经过的河堤，所有的一切都融化在那个夏天和你分离。']"
204,爱在午夜降临前,8.8,54424,"['虽然之前的争吵真实得让人糟心，但结尾逐渐拉远的镜头仍让人感动。前两部的浪漫与激情都变成了书里的故事，这一部则完全生活下来。各种鸡毛蒜皮的琐事只是一个假设，关于如何让爱延续一生。生活中总会有这样那样的矛盾，人也会变老（比如半裸的朱莉·德尔佩却很难让你觉得性感）问题是我们如何挨过去。', '结婚快10年互相之间还有这么多话可讲，还有性生活，这他妈不是真爱是什么？', '“他们竟然____了”模式开启。从爱情的偶然到爱情的实然，浪漫也终于被相处的实用性取代。“就像日出日落，我们出现，我们消失，可最终只是经过。”那些琐碎的争吵怨念放在时间的河里似乎也就不算什么了。他最后向她朗读了一封40年后的来信——原来前18年还只是序曲，我流泪了...', '夫妻生活间的微小细节，无边无际的烦恼和烦恼中也不肯放手的爱，美中折射丑的侧面，丑中映射美的光辉。18年前的浪漫，9年前的真挚，终于走向今天的真实。Bravo！To the imperfect, self damaging, self redeeming, utterly twisted vulnerable yet brilliantly beautiful and strong, ephemer...', '作为Before的系列路，我终于在中年危机这里转了粉。Sunrise太甜，Sunset偏酸，只有Midnight酸甜苦辣都入了味。数度被台词戳中，我不得不一再提醒自己：那些只是台词，它们不是真的。']"
205,初恋这件小事,8.4,164115,"['结局真多余。。。。。。。。', '你有几个最佳损友，她们陪你分享你心里的小秘密。你在初中小心翼翼的喜欢一个男孩子，你收集关于他的一切消息，你在你们共同上学需要走的小巷口左顾右盼，你记住他的每一句话，你为他做了让自己可以变得更好更美的所有事情，那些好长好长的岁月里你只是想让他看你一眼而已。', '游泳池那段哭得我稀里哗啦 现实生活到那里就结束了', '我好想跟男主角初恋啊！！！要不然初夜也行……', '初恋这件事，谁也逃不过。。再一次被M秒杀>\u3000<']"
206,可可西里,8.8,29691,"['只能说陆川选对了题材~~', '不是路川会做的更好', '真实事件的结尾是这样的。队长跟记者说，国家没有给我们编入编制，几天以后被发现离奇死在家中。', '这次真不是因为陆川成功抢占道德制高点。看得我口干舌燥。', '一群非专业演员演绎了一场感人的护羊行动。这种偷猎者就应该抓了就毙，政府应该尽到自己的职责。']"
207,2001太空漫游,8.8,51815,"['原作作者克拉克：“如果有人觉得完全弄懂了《太空漫游2001》在讲些什么，那一定是我和库布里克弄错了。”', '现在这个年代没人敢如此玩观众了。\r\n', '对我，这是恐怖片，源自童年对星空的恐惧，关于人类的渺小。', '现代科幻电影的开山之作，文明进化的哲学片，史诗里的史诗。人类的渺小与广袤的宇宙相对比，更加深了我们对于自身命运的思考。当华彩乐章奏响的时候，生命的思维在没有起点，没有终点的宇宙里漫游，伸向无限的未知，探索那终极的意义。伟大的电影不朽，伟大的Kubrick不朽。', '史上最伟大的装逼片，就连作者克拉克和导演斯坦利都看不懂剧情……不过这丝毫不影响它的伟大，首先在视觉上它领先了同一时代数十年不止，很多星际旅行片都没有给我一种“星际旅行”的感觉，但这部有，关键就在于细节处理细致。还有就是，这部讲述星际旅行的片子拍摄于1968年，而美国登月则在1969']"
208,完美陌生人,8.5,107960,"['女儿早就看出了她妈的婊，果然女人才了解女人', '不要考验人性，因为人性不配。', '来啊，互相伤害啊！', '很喜剧，略过火。没什么可批判的，以中年心境来看，全不是大事儿，缝缝补补装着糊涂都能过下去。纯粹的爱沉重，非肉体凡胎消受，可能背叛与依赖交织的灰色，才能支撑彼此到人生尽头，不那么痛苦地告别：是虚伪和无聊保护着我们，而不是激情与真诚。', '相爱没有那么容易，每个人有他的手机。过了爱做梦的年纪，轰轰烈烈不如平静。']"
209,绿里奇迹,8.8,29931,"['“我累了，不想活了，真的，我不想再像孤雁一样，我不想再过没有朋友的日子，我希望有人能告诉我该何去何从，我不想再看到丑陋的人性，我不想在每日承担全世界的痛苦。”讲的是耶稣么？十字架变成了电椅。', '片子缺少一种关键的非现实渲染，让人感觉离奇得难以接受，但是仍然是一部好片子', '感人.汤姆 汉克斯的演技很牛～', '三个小时太长了  抽出时间耐心看还是很触动人心的', ""故事性很强的传奇宗教寓言式电影。神爱世人，而世人却不理解这份爱。人类摧毁了神迹，而神却不忍让世人背负这罪名。1.【you can't hide whate's in your heart】2.【What happens in the Mile, always stays in the Mile. 】3.【If don't help,don't tell him.Ever.】4.【awful tir...""]"
210,小偷家族,8.7,142711,"['最费力的成长留在树上的只有壳，最狰狞的伤口留在皮肤的只有疤。最动人的烟火绽在空中看不到，最深沉的感谢飘进风中听不清。你教我食物最美味的吃法，却教我获得食物最羞耻的手法；我学会祈祷最灵验的手势，也学会用来祈祷最不齿的心愿。我在商店里偷换掉童年，你在泥土里掩埋了伤疤，而我们组成了家。', '如果说爱你，还打你，那一定是说谎；如果爱你，就会像安藤樱一样紧紧抱住你。（沉溺于安藤樱的美色无法自拔', '安藤樱那场在警察局双手不停抹眼泪的戏，演技大爆炸，可以说是年度最佳哭戏！', '有援交和啪啪戏，希望局里不要一叶障目，淫者见淫啊。不知内地哪家片商买了，棕榈叶至少增量两千万票房。情绪感染到位，收尾看哭全场。尽管都是被社会遗弃的多余之人，依然还是要努力生活呀。', '萍水相逢，尽是他乡之客。是枝裕和依旧乐于探讨血缘与亲情究竟有没有必然联系。所谓小偷家族，偷的不止是能填饱肚子的食物，更是一种能够让灵魂产生幸福错觉的情感羁绊。偷生能不能叫偷？如果叫，那我们每个人，或许都是小偷家族的一员。中川雅也追车看得我哭晕，在海边抽了两根烟都没回过神。']"
211,牯岭街少年杀人事件,8.8,39610,"['我怎么都不会想到杀的人是她', '那一霎那我什么也没做，只是捅了你一刀。“原来你跟他们一样，对我好就是想改变我。你好可笑啊，你以为你是谁啊？我和这个世界一样是不可改变的…”', '张震小时候好萌...小明同学你好丑', '4个小时的片,中途睡着了', '【A+】杨德昌把这个世界看得太透了，透的可怕。']"
212,阿飞正传,8.5,65897,"['杜琪峰曾说，王家卫实际上只拍了这一部电影：后来影片中的人物都能在其中找到原型，而主题永远是人与人之间的沟通——疏离与亲近，拒绝与接纳，追求与失落，忘却与铭记，逃离故土与寻找自由。', '物是人非，你是否还记得那一秒，你到底最爱哪一个。刘德华在张国荣面前暗淡无光。', '虽然看不太懂，但片中张国荣实在太让人着迷了~~', '愣头青假装小资青年', '我只想知道最后在小阁楼里露脸的梁朝伟代表着什么']"
213,无耻混蛋,8.6,63885,"['当法国人不讲情义，美国人不讲人权，德国人不讲原则，英国人满脑浆糊，犹太人大开杀戒，希特勒就死了。', '我只有一点不理解：影院老板最后在电影上的那段宣言，可以是法语也可以是德语，它怎么会是英语呢。。。。', '流畅，看起来毫不费力。除了布拉德皮特显得格格不入，除了地下酒吧那场居然不收拾现场有些BUG，除了绑着TNT居然能混进元首活动场所很无稽，其他都很好，很完整，完成了电影所能给出的最重要的功能：娱乐。', 'Tarantino 真是电影天才.', 'Quentin是他媽的天才！']"
214,香水,8.5,79616,"['这简直就是一部资本主义发展史，出生于最肮脏和腐臭的地方，却追求最纯粹的美，通过杀戮得到迷惑人心的力量，就连最痛恨他的人也甘愿俯首称臣，最后犹如寓言一般消失于这个世界......', '一个单凭体香达到高潮的男人', '最大的缺点是：我根本闻不到香水嘛，你在那陶醉个啥？', '观影过程中如果曾有过那么一丝丝对杀手的憎恶, 那么你便是世俗和不纯洁的.', '每一个毛孔都在颤栗，这样的电影为什么不能以闻的方式来欣赏？格雷诺耶其实并不是谋杀犯，他只是一个醉心于自己试验的孩子，完全不知人间的因果善恶。这种美注定是要自我毁灭的。爱和被爱？那只是凡人的东西。怎么办，本喵已经让我彻底脑残，而我甚至还没嗅过他的气息...']"
215,谍影重重2,8.6,24148,"['手提摄影，快速剪辑，身体力行，暗藏杀机。间谍动作片由此洗牌', '环游欧洲风情片..', '专业谍战片就是不一样，各种细节都非常精彩，悬疑揭秘也扣人心弦，却没有靠复杂的要命的剧情', '巴拉克所演败坏间谍三部曲之二', '很难想象自己第一次看的时候居然不喜欢，看来随着年龄的增长对一部电影的看法也会改变。我们的伯恩没有高科技，没有帮手，靠高智商和好身手赤手空拳对抗强权，你以为电影传递的会是复仇的快感，想不到是一曲壮士的悲歌。']"
216,新龙门客栈,8.6,35219,"['当年看到最后把甄子丹的脚剃成骨头的时候我还吓了一跳', '张曼玉真是风骚啊', '中国版的《卡萨布兰卡》~~', '这是香港电影最鼎盛时期的佳作！张曼玉的柔媚，林青霞的英气，梁家辉的儒雅，无一不个性鲜明！', '张曼玉将金镶玉风骚入骨敢恨敢爱的性格刻画的入木三分。林青霞和梁家辉亦将江湖儿女的情怀与抱负演绎的丝丝入扣。其它一众配角个个可圈可点，经典之作。']"
217,猜火车,8.5,60557,"['那恶心的厕所。', '墮落也需要天分。', '360度旋转的婴儿头颅', '我有时候想不明白，吸毒的人，到底是因为太不快乐，而是太快乐。', '说实话，我真不好意思把这电影加进来，因为好多缺货都拿它当作粉饰太平的伪装！~']"
218,源代码,8.4,110701,"['竟然看到短评里有人言“结局累赘”、“如果一切停在这个吻就完美了”。卧槽，两位琼瑶剧迷请勿玷污科幻电影的SF之神好么！！！！可以说，影片3/4之前的剧情是立意新颖但仍中规中矩的悬疑惊悚片，但是结尾处的1/4剧情简直达到了科幻电影的肾上腺素暴表线。这个结局甚至比《月球》更加悬幻陡峭.', '8分钟重启一次，不带存档的。', '一部商业片，一部穿越剧，救无辜百姓于水火，顺便谈谈风月，这么老套，这么制式，为什么竟能如此触动人心?', 'Inception+Groundhog Day，现实和记忆是相辅相成的，只要能生存的有意义管它是哪里，何况这本身就是一个平行宇宙。结尾定格在静止画面时才是真正完美的结局，之后几分钟剧情完全可以忽视。', '牛B的本子，邓肯·琼斯没有淹没在好莱坞的体制中，继处女作《月球》之后再度奉献出一部精彩绝伦的科幻作品，唯一的遗憾就是在技术层面给出的解释不够充实，结尾稍显多余。']"
219,谍影重重,8.6,36025,"['喜欢Bourne的冷静。当Matt Damon打开银行的保险柜时，我突然发觉，世界之大，持有三样东西便可畅通无阻：金钱，身份（也可理解为地位），枪（强权）。要求自己象特工一样生活显然是很辛苦且不切实际的，然而，有些时候，特别是面对危机，试着用特工的思维方式去看待问题也许会很有效，特别是对于男生。', '马特达蒙的外貌在帅哥扎堆的好莱坞实在不算起眼,却又如此特别,总能为你喜欢他找到一个理由.他演天才,演间谍,演神偷,睿智,冷静,从容,身手敏捷,眼神偶尔忧郁,偶尔深情,偶尔锐利充满警觉,走路时姿势总是很怪异,他不常笑,但不经意展露笑容时,会觉得他的笑像孩童般天真,那么有感染力,一不留神已被他俘获', '我发觉叫JB的都很厉害，是不是？James Bond, Jason Bourne', '只有动作片，才能如此深沉霸气地表达人类的困境吧！', '最后一个杀手内忧郁的眼神呐~~~~']"
220,战争之王,8.6,31859,"['从影帝蜕变到烂片王也是需要一定的气度，就如同影片最后他被家人抛弃被抓到监狱却十分镇定一样。这片子政治隐喻很多。', '喜欢Nicholas Cage片中的表演，影片立意很高，最后的对现实的讽刺稍有些直白。', '做这生意别带文艺青年好吗？！8.4', '记得罗德岛战记动画版最后一段是这样的...""有一个梦想成为英雄的少年...他以光明为目标...坚信通过战斗可以驱除黑暗...但有光明的地方也必有黑暗存在...两者的斗争将永远不会停歇...当认识到这一事实之后...少年踏上了成为神之英雄的道路...""', '世界的正常运作内在地需要邪恶，对善与恶关系的探讨令人忆及沙马兰的反超级英雄电影[不死劫]。影片整体立意甚高，但节奏控制有待加强。结尾的自白过于直白了一点。PS：凯奇演技没话说，可惜沉沦于烂片的泥沼无法自拔。杰瑞德·莱托真可谓瘾君子专业户。伊桑·霍克在片中倒是颠覆了文艺形象。（8.0/10）']"
221,青蛇,8.5,52644,"['如果有六颗心我就打六星，如果有十颗星我就打十星，别问我为什么！', '每个女人，也希望她生命中有两个男人：许仙和法海。是的，法海是用尽千方百计博他偶一欢心的金漆神像，生世位候他稍假词色，仰之弥高；许仙是依依挽手，细细画眉的美少年，给你讲最好听的话语来熨帖心灵。', '作为一个性格被阉割的男人，青蛇那一剑捅得好！', '人生如此，浮生如斯。小时候看到的是群妖乱舞，大点看到的是情欲纠葛，昨天再看的时候是悲悲戚戚。谁人言，花彼岸，此生情长意短。谁都是不懂爱的罢了。', '九三年的徐克真先锋']"
222,地球上的星星,8.9,32074,"['为什么一定要成为全才，为什么一定要有出息，不会拼写有什么关系，不会系鞋带又有什么关系，你懂得什么是想象，你能画出美丽的池塘夜色吗。要相信每个人都有别人无法超越的那一面，可悲的不是有其他方面表现的比别人差，而是有些人一辈子都发现不了自己最闪光的那一面。喜欢最后一幕ishaan奔向nikumbh，脸上泛着喜悦与自信的光芒。', '相比起如此优秀的电影好莱坞现在的大部分片简直是biggest joke ever', ' 同龄小孩能轻松完成的，他却做不了。他是怎么熬过来的？他的自信肯定全被摧毁了，只好用逆反掩盖无能……与其承认“我不会”，还不如说“我不想”。大人不也常这么做？', '应试作文材料必备片！①极强的细节代入感。②童年印象：街犬、风筝、水坑、棉花糖、蜘蛛、小丑。③希特勒万岁：秩序、纪律、用功。④歌舞传统虽屡遭外世诟病，实而却予影片节奏以强化。⑤水彩如流动盛宴，泼染于画端。PS：想起我幼儿园时爱用彩色水笔写拼音。', '16分钟就差点看哭，后面仍不断涌出哭点，画的那一本自己逐渐离开爸妈哥哥的画册真是催人泪下。过度写实铺垫显得有点拖沓，插播几部MV果然是特色。同样还是一部可以看睡着但是醒来可以再看哭的片...ps简直要成阿米尔·汗的脑残粉了']"
223,城市之光,9.3,13996,"['""在她的眼睛未被治愈的时候，她说，“他不仅仅是个有钱人”，而当她的眼睛被治愈的时候，她是否还会说出这样的话语，在结尾处，一个笑容，将所有的想象留给了我们。 当她终于可以目睹这座城市的光芒的时候，她是否还可以感受到一个人内心的光芒？""', '永远的小人物，伟大的卓别林。', '老电影咖啡馆的第一弹。原来明天会更好的原文也可以是tomorrow the birds will sing。', '【B+】说实话，卓别林式的幽默放到今天确实有些过时了。但幽默并不是卓别林电影的唯一意义，剧本放到今天来看都很棒，对小人物的刻画也是一如既往的出色。不过还是更喜欢摩登时代', '大半时间各种捧腹，结尾却忍不住落泪~不愧是卓别林，兼具批判性、幽默诙谐与暖洋洋的正能量！在查理最后一部默片中，流浪汉与卖花盲女的爱情不知感动了多少人；笑点源源不断，拳击戏更是无与伦比；结尾被评为影史最佳结尾。当代的肥皂剧有几个能达到这种笑中带泪的喜剧片最高境界？（9.5/10）']"
224,血钻,8.6,33760,"['又是一个Leonardo适合的角色，彪悍的小混混。“几内亚，100万人的非洲第二大难民营，但在电视上，最多只能播1分钟新闻，在体育和气象之间。”', '每个国家都曾经是非洲', '基于背景值得一看；丹尼最后的选择有点突兀', '小李一直在努力，非常非常努力，虽然冲奥之路很坎坷，但是这些历练一定不会白费。期待你的《胡佛》《了不起的盖茨比》', '影片并非毫无瑕疵，也确实不够深刻，但在同类题材中已是翘楚。非洲的种种深重苦难、内战和血钻的残酷来历都令人震撼，片中还借女记者之口自讽我们都在消费别人的痛苦，一语中的。剪辑和摄影都可圈可点，小李子演技好到让我第一次真正喜欢上他了。故事本身十分沉重悲怆，詹妮弗康纳利太养眼。（8.8/10）']"
225,浪潮,8.7,45764,"['“他们无法理解法西斯主义，但突然间，他们就成了这场运动的一部分”，有些事情不是有理智就能够分辨清楚的', '人物动机设计简单粗暴，缺乏说服力，一个个入戏这么深，幼稚园过家家还是邪教团体', '浪潮的手势和上好佳广告里的手势95%相似。', '世界离独裁只有五天。让我们回到1967年4月克柏莱中学的那场试验。就在试验结束之时，罗恩•琼斯对他的学生说：“和德国人一样，你们也很难承认，竟然做得如此过分，你们不会愿意承认被人操纵，你们不会愿意承认，参与了这场闹剧。” ---作者熊培云 ，原载《凤凰周刊》', '存在即是合理，没有什么主义生来就带着正与邪，集权主义相比自由主义，首先在效率上就是天上地下，对于弱势群体的保护也是自由主义不能相比。为什么最后会走偏，症节就在人的劣根性，这是无解的！马克思哲学提出以变化发展眼光看问题就是这个道理。有人参与其中的任何思想或运动，到最后一定会脱离初衷']"
226,朗读者,8.5,57371,"['要不是那天的呕吐，也就不会有这么一段爱情。', '汉娜热衷于倾听朗读，她对文化世界中的美好事物的向往越强烈，她对自己文盲身份的厌恶和恐惧也就越强烈，这是同一种感情的两面。这让她近乎疯狂地走上了一条维护、追求尊严的道路，为此不惜撒谎，抛弃工作和爱她的人。为了守护秘密，你会走多远？', '这片不用德语就是先天性第一大败笔。改编没做好，知识分子气十足的小说被TMD改成了情色片，sigh，书还是很不错的。', '在他渐老的心里永远住着那个15岁的朗读少年，如果生命可以定格在那个夏天该有多好。之前的任它错过，之后的不重要了。文学部分略单薄...', '还好她选择了自杀……']"
227,彗星来的那一夜,8.5,79250,"['和来自地球的男人一样都胜在设计，往往在超自然的力量下面人类很容易暴露本性的缺陷，比如猜疑，鲁莽，自毁。这个电影在无数平行空间的外套下面，其实讲的是一个女孩，当她人生中的机遇都一个个逝去的时候，到最后她愿意付出任何代价去抓住最后一根救命稻草，甚至不惜去做一个替身。', '没觉得有什么“烧脑”的，有的只是人类共享的对未知维度的震撼和恐惧。结尾毫无防备地从科幻硬是升华出了人性。强烈推荐这部画面烂到不如DV短片却出奇有力的作品。', '如果我突然看见我自己来杀我，那就证明我过得还不错。', '小成本大魅力', '这部电影在诠释著名的物理学假想实验薛定谔的猫，现在盒子被打开了，我们看到了多世界理论和一致性历史的诠释，最后也看到这和哥本哈根诠释的不同之处。我们以为这群在不同平行时空里乱掉的几个人会想法回到自己的时空，结果最后却是证明了理论的真实性，让片子彻底变成了神棍科幻片。★★★☆']"
228,步履不停,8.8,46815,"['""你才25岁，你可以成为任何你想成为的人。""剧情没有什么起伏，不温不火，朴实平淡的对话，安静的生活，温馨的生活细节，这样讲出来的故事，总是娓娓动人。生命依旧不停的在循环，平淡、责任、羁绊、也许，这也叫做人生吧。当最后那只黄粉蝶飞出来的时候，却让人眼泪止不住的在流。★★★★☆', '我了解关于生命的哀伤，总是静默的，漫长的。', '试图用一个特殊的日子来讲述横山家数十年来的漫长岁月，不运用任何插叙，只是让时间一点点流过，从各人间的对话中了解这个家庭久远已逝的一切哀痛压抑温馨喜悦，然后日子还得淡淡前行。每个人物都刻划得立体有力，但是片长四分之三再往后有些情节：如蝴蝶入屋、孩子晨祈愿、多年后生孩子也开车等稍刻意', '生活尽管再平静偶尔也有波澜 不停走着有些东西还是趕不上。', '听说蝴蝶如果能够熬过一个冬天，来年就会变成黄色。从此，我每次看到黄色的蝴蝶，心里就会难过。']"
229,疯狂的麦克斯4：狂暴之路,8.6,82284,"['除了燃，Mad Max 4还说了一件事。背井离乡七千天，无一日不惦念。不论眼下多苦，相信只要回头就有希望，因为那里是丰饶的绿洲。但这终究只是个幻觉。离开家乡越久，幻觉越严重。你以为逃离能解决一切，但真正的胜者不是寻找green land的人，而是改变wasteland的人。', '全程内心戏都是：【卧槽！还有这种操作！……】', '勉强上5星。很爽，这个爽并不来自动作，而来自各种邪典的设计。镜头和剪辑也很到位。有些邪典设计实在太逗了，一帮人开着改装车掐架，旁边还有个弹吉他助威的，后面一片大喇叭，这个场景可以进年度邪典场景前10了吧。', '虽然名字是mad max,但这片本质上是塞隆饰演的furiosa带领一群娘子军的avenge。和这片酣畅淋漓的动作与邪典精神相比，男人戏为主的furious 7和avengers就像一群太监扯头发一样娘炮和可笑。(no pun intended)', '教无脑CG片做人的节奏。']"
230,色，戒,8.4,74824,"['男人是政治的动物，女人是情感的动物。李安用床戏“将易先生的内心活动外在化，外显他的恐惧、他的愤怒和挫折。你可以形容一个人如何不具备相信别人的能力，但更绝的是让他在高潮时都不敢闭上眼睛” “如果说断背山是一段发生在天堂里的爱情，那色戒就是来自地狱的爱情。”——李安', '从头笑到尾 抱歉。。。王力宏的出演简直是本片最大的灾难。。。', '李安的控制、梁汤和几个配角的表演，台词，场景，摄影，剧本，音乐，都几近完美。非要挑骨头的话，大概就是抗日大背景交待不够，无法形成王佳芝愿意作如此牺牲的充足理由。', '对，我是一个很在意细节的人，甚至有细节偏执狂的倾向。我喜欢王佳芝的嘴角总是倔强地微微翘起，在父亲寄来结婚照片她发去贺信的时候，在她为了王力宏那一心复仇的疯狂甘愿把自己最宝贵的给一个不相干的人的时候，在她接到梁朝伟太太电话的时候，在她和他纠缠在一起的时候，在她看到足以让世界上所有女人疯狂的“鸽子蛋”的时候，在她确认自己是真的爱上他救他一命的时候，她嘴角的弧度，堪称完美。', '“快走”, 汤唯说完这句话转到梁朝伟特写, 梁表情数变（“表情数变”,这是我在看网络小说时经常吐槽的一个词，但没想到居然真的有人能够表现出来）从微笑,困惑, 到醒悟, 再到慌乱, 种种神情一闪而过, 梁朝伟在这里直接奉献出了影帝级别的表演。最后一幕, 妻子进来, 光落在梁脸上, 而眼中隐有泪光闪动…']"
231,遗愿清单,8.6,46961,"['笑了三分之二，最后开始落泪。你亲吻了世界上最美的女孩，你们的故事成为别人见过的最美的传奇。', '喜欢定好小计划然后一一划去的小成就感', '那一刻，他闭上了双眼，却敞开了心灵。', 'Fing the joy in your life...在巴黎吃早饭，去香港吃午餐，溜弯儿到长城飙摩托，插缝跳伞，赛车，开飞机去金字塔和泰姬陵……两个老头去全世界旅游，用剩余不多的时间，去燃烧他们的整个生命。我也想如此来一次生命的释然！“这个故事里总有一些你因为今生没有做过而无限懊恼的事情。”When he closed', 'so one day when i go to some final resting place,if i happen to wake up next to a certian wall with a  gate i hope that you are there']"
232,大佛普拉斯,8.7,65805,"['看到“我要你干我”的时候家里人推门而入，真的百口莫辩', '你永远不会知道他人的皮囊之下，到底藏着什么样的秘密。就像你不会知道，万人朝拜的菩萨肚子里有一具死尸，也不会知道一个收垃圾的大叔，屋子里摆满了洋娃娃。', '那时我们还太年轻,不知道上帝已经在暗地里给每个人都准备好了最后一顿饭。', '有点茶馆听说书的感觉。市井乡氓的卑贱生活，乱象丛生的台湾社会，咿咿呀呀的旁白带来拍案惊奇的效果。在低俗猥琐中接地气，在黑色荒谬中怜悯，人生已是烂泥打滚，揣着一颗佛心才能普度——对小人物来说，平安是福...', '“我们已经可以依靠科技进入外太空，却依然无法走进一个人内心的宇宙。” 忍俊不禁的小幽默，互相打趣的小人物，上演着一出出悲伤的人间喜剧。富人的世界永远是彩色的…']"
233,小萝莉的猴神大叔,8.4,82960,"['近期唯一泪眼朦胧的电影，不能说电影拍的有多好，只是题材上升到了一种高度，宗教，政府，国家其实都是为人服务的，在爱的面前，这些都要让路，人性是能冲破这种种隔阂最后让奇迹出现发出呐喊声音的，也能判断是非对错的，哪怕那些违犯法律，制度，可这尊重人性，最后的最后那场景的确很震撼。', '不说了，洗脸去了', '推荐！推荐！推荐！\n理由一，宗教、国家、种群冲突，人性美与规则法律的碰撞。小事件大主题。\n理由二，有血性，有情怀，有毅力，有原则，有大爱。\n理由三，男主表现极佳，小萝莉笑容极甜。\n理由四，片长159分，但看着轻松愉悦。', '9.有两部宗教相关在前，还可以上升到核心问题。是该片最成功的能量之源。用温情、歧视、信仰和煽情包装的政治隐喻片。折射的却是千百年来相似的问题。从自身宗教的教义瓦解，到全民价值观的取胜。影视剧里帮助完成的，是现实胆小冷漠旁观。“世上所有的安逸都在你脚边，信徒在你仁慈的庇佑下无所畏惧”', '在真正深切的爱意与人性的光芒之下，一切由于偏见和狭隘而被塑造出来的障碍——不同的信仰、对立的政治、分割的土地，都不再重要。']"
234,再次出发之纽约遇见你,8.5,73686,"['奈特莉在教育少女方面颇有天赋“dont let him think you are easy”', '现代都市小清新，在纽约的各个角落讲故事。捕捉城市的声音这想法好棒啊，真希望乐队的段落能再多一点，看不够。当然，相比《曾经》，这部被打磨得更加美国化了，很多棱角没有了。而且曾经的歌也更好听一些……另外，KK的衣服都特别好看！！', '超爱KK！马尾超可爱，穿衣风格也超赞，唱歌也挺好听，Like a Fool最好听，还有敏锐的洞察力！求传授！以城市为背景音想法很棒，听得我燃起了音乐魂。男女主之间朦胧的感情处理地也很好，更多的是惺惺相惜吧。最后居然被骚当的Lost Stars戳哭了，还有可怜的小眼神儿。坚持做纯粹的音乐还是大众的音乐？', '用音乐写给城市的情书，不算新鲜但很讨人喜欢。', '我好喜歡這部電影，連討厭的凱拉奈特莉都變得順眼起來。John Carney有一顆青春之心，否則怎能如此浪漫寬容？結尾女主角選擇了重新開始，一段更加自由，嶄新的生活，反高潮之餘平添一份暖意']"
235,追随,8.9,30958,"['虽然你行的是鸡鸣狗盗之事，但也不用摆出一副鸡鸣狗盗之相', '两个发现，一个主角叫Cobb，另一个主角房门上有个蝙蝠侠标志。', '诺大神的处女作就这么牛逼了……', '关掉声音你会以为这是新浪潮。', '精巧的剪辑，如坠彀中的剧情，这样的故事就像一场不寒而栗的噩梦，让人失去醒来的勇气。还是早期的诺兰比较会玩，后期太绞尽脑汁了，反而失去了信手拈来的味道。']"
236,聚焦,8.8,48174,"['唯冷峻克制的表达，更具“于无声处听惊雷”的震撼效果。', '四星半 其实我觉得最能挖的是rapist may have been raped这一点', '作为一个前记者，看完这种电影真是感慨万千啊……如果不能坚持新闻理想，倒也不必把选择悲情化。做记者本身就要有一点理想主义才行，因为是你主动选择了那个桅杆上的瞭望哨作为岗位。只可惜我们受到的教育和现实完全是拧巴的……电影本身非常棒！尤其是演员的集体表演！', '一部非常沉稳扎实的investigative thriller，再现聚焦报道组调查大批天主教神父性侵儿童丑闻的攻坚过程，原报道曾获普利策奖，电影也如厚重的纪实文学，抽丝剥茧，丝丝入扣。基顿、鲁弗洛不动声色展露极高表演水准，麦克亚当斯状态也不错，片很有奥斯卡相。基顿在办公室尽头接电话一声喂聚焦，收尾太棒', '覺得有點被高估了⋯ 基於本身就很能帶動情緒的真實故事，電影本身沒有再錦上添花⋯⋯⋯']"
237,东京物语,9.2,23817,"['这世上本来就有许多令人灰心的事情。所以，还请你不要太灰心。', '片中的纪子，好善良美丽的女人，一个完美的日本女人。', '所有想说的都在电影里，相信每位观众都会有很深刻的体会', '京子：哥哥姐姐们应该再多待几天的\r\n\u3000\u3000纪子：大家都很忙啊。\r\n\u3000\u3000京子：可这样太自私了。只顾着自己，马上就回去了。\r\n\u3000\u3000纪子：这是没办法的事啊，因为他们有工作。\r\n\u3000\u3000京子：可嫂子你不是也有工作么？他们太自私了。\r\n\u3000\u3000纪子：可是，京子啊……\r\n\u3000\u3000京子：妈妈一死就要拿东西做纪念，我一想', '原节子小姐过世后的一个早晨重看。结尾她说：“不如意事太多了。天天一事无成的过日子，也十分寂寞。我内心深处，还在等待什么似的。”什么都不好的时候幸好还有好电影。']"
